Sample Name,Plat 2A S2-EVENT
Method Name,2A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.33,70.7023,61.549,,1.2,PASS
QC2,0.64,137.8687,176.000,13.87,1.2,PASS
QC3,1.00,91.8829,107.623,19.21,1.0,PASS
QC4,3.10,218.4862,210.708,89.27,0.9,PASS
Numb,4.00,,,,,
All peaks found

