Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,83.4682,72.392,9.31,1.2,PASS
QC2,0.64,123.6650,204.766,13.37,1.3,PASS
QC3,1.19,108.0867,132.642,30.70,1.0,PASS
QC4,3.10,253.0746,242.993,81.17,1.0,PASS
Numb,4.00,,,,,
All peaks found

