Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,74.4187,63.279,8.89,1.2,PASS
QC2,0.64,116.4742,184.573,13.20,1.3,PASS
QC3,1.19,97.2561,119.479,30.42,1.1,PASS
QC4,3.09,227.9020,223.077,81.20,1.0,PASS
Numb,4.00,,,,,
All peaks found

