Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,77.8057,64.492,,1.2,PASS
QC2,0.64,156.4660,187.066,13.09,1.5,PASS
QC3,1.20,93.0153,114.783,30.74,1.1,PASS
QC4,3.10,222.7037,219.859,81.20,1.0,PASS
Numb,4.00,,,,,
All peaks found

