Sample Name,Plat 1A S2-EVENT
Method Name,1A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.41,71.9419,59.733,,1.2,PASS
QC2,0.73,131.7227,173.665,13.16,1.4,PASS
QC3,1.23,93.0354,105.458,25.78,1.3,PASS
QC4,3.18,224.4282,228.664,81.44,1.2,PASS
Numb,4.00,,,,,
All peaks found

