Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,70.7442,62.390,9.40,1.2,PASS
QC2,0.64,103.9443,175.735,13.75,1.3,PASS
QC3,1.19,91.3480,112.526,30.83,1.1,PASS
QC4,3.10,217.7033,214.638,82.29,1.0,PASS
Numb,4.00,,,,,
All peaks found

