Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,76.6703,63.943,1.57,1.2,PASS
QC2,0.64,151.7946,182.755,13.38,1.4,PASS
QC3,1.20,90.7737,111.161,30.89,1.2,PASS
QC4,3.10,216.0944,215.490,81.89,1.0,PASS
Numb,4.00,,,,,
All peaks found

