Sample Name,Plat 1A S2-EVENT
Method Name,1A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.41,75.4882,60.389,,1.3,PASS
QC2,0.73,150.7776,175.476,12.96,1.4,PASS
QC3,1.13,100.7540,109.168,19.37,1.3,PASS
QC4,3.18,234.4792,227.549,82.32,1.2,PASS
Numb,4.00,,,,,
All peaks found

