Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,71.2929,61.444,9.10,1.2,PASS
QC2,0.64,110.7036,176.404,13.32,1.3,PASS
QC3,1.19,91.5230,113.516,30.72,1.1,PASS
QC4,3.10,218.1472,214.974,81.84,1.0,PASS
Numb,4.00,,,,,
All peaks found

