Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,74.2404,64.051,8.93,1.2,PASS
QC2,0.64,115.5893,183.697,13.26,1.3,PASS
QC3,1.19,96.8516,118.655,30.55,1.1,PASS
QC4,3.09,226.8800,222.050,81.11,1.0,PASS
Numb,4.00,,,,,
All peaks found

