Sample Name,Plat 2A S2-EVENT
Method Name,2A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,76.1257,65.684,,1.2,PASS
QC2,0.65,141.2202,190.854,13.80,1.3,PASS
QC3,1.04,98.6682,116.184,21.12,1.1,PASS
QC4,3.10,244.2124,231.771,87.20,1.0,PASS
Numb,4.00,,,,,
All peaks found

