Sample Name,Plat 2A S2-EVENT
Method Name,2A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.33,75.5481,65.361,,1.2,PASS
QC2,0.65,141.5213,190.653,13.83,1.3,PASS
QC3,1.03,99.3532,117.370,20.90,1.0,PASS
QC4,3.10,242.4843,231.467,87.84,1.0,PASS
Numb,4.00,,,,,
All peaks found

