Sample Name,Plat 1A S1-EVENT
Method Name,1A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.42,71.8269,59.529,,1.2,PASS
QC2,0.72,110.9910,172.845,12.77,1.4,PASS
QC3,1.28,94.5799,112.079,29.44,1.3,PASS
QC4,3.18,223.6309,227.294,80.45,1.2,PASS
Numb,4.00,,,,,
All peaks found

