Sample Name,Plat 2A S2-EVENT
Method Name,2A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.35,85.3687,72.302,,1.2,PASS
QC2,0.65,169.6402,210.606,13.25,1.3,PASS
QC3,1.00,111.3085,130.029,19.12,1.0,PASS
QC4,3.10,260.3872,244.673,88.08,0.9,PASS
Numb,4.00,,,,,
All peaks found

