Sample Name,Plat 1A S2-EVENT
Method Name,1A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.42,73.8288,57.243,,1.3,PASS
QC2,0.73,162.1842,169.157,12.17,1.4,PASS
QC3,1.12,95.3920,100.750,18.28,1.2,PASS
QC4,3.19,227.8043,216.326,80.07,1.2,PASS
Numb,4.00,,,,,
All peaks found

