Sample Name,Plat 1A S1-EVENT
Method Name,1A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.41,68.0564,58.749,,1.2,PASS
QC2,0.72,101.7960,167.382,13.49,1.3,PASS
QC3,1.28,89.1662,108.901,30.31,1.3,PASS
QC4,3.19,213.5080,226.390,83.72,1.2,PASS
Numb,4.00,,,,,
All peaks found

