Sample Name,Plat 2A S2-EVENT
Method Name,2A_S2_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,72.8943,62.931,,1.2,PASS
QC2,0.64,144.8419,181.940,13.51,1.4,PASS
QC3,1.02,93.1731,110.566,20.51,1.0,PASS
QC4,3.10,235.6945,220.581,88.07,1.0,PASS
Numb,4.00,,,,,
All peaks found

