Sample Name,Plat 2A S1-EVENT
Method Name,2A_S1_6mins_QC.amx
Name,RT [min],Area,Height,USP Resolution,Tailing,SST
QC1,0.34,72.2592,62.596,9.18,1.2,PASS
QC2,0.64,112.3825,180.080,13.35,1.3,PASS
QC3,1.19,93.1428,115.507,30.68,1.1,PASS
QC4,3.10,221.1984,217.783,81.62,1.0,PASS
Numb,4.00,,,,,
All peaks found

