,id,date,hour,hostname,ip_address,sample_name,method_name,file_name,name,rt_min,area,height,usp_resolution,tailing,sst,numb,comment,created_at
240,241,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-12 05-22-26+01-00.csv,QC1,0.44,102.3537,89.0660,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.078491Z
241,242,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-12 05-22-26+01-00.csv,QC2,0.68,175.6745,267.7800,10.7400,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.082690Z
242,243,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-12 05-22-26+01-00.csv,QC3,1.15,137.1294,161.6840,25.3800,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.085431Z
243,244,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-12 05-22-26+01-00.csv,QC4,3.21,314.8749,344.9790,91.0100,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.087980Z
244,245,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 05-22-20+01-00.csv,QC1,0.45,104.8152,89.7400,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.202991Z
245,246,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 05-22-20+01-00.csv,QC2,0.69,173.4990,268.7520,10.6000,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.209017Z
246,247,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 05-22-20+01-00.csv,QC3,1.18,140.2010,161.3260,26.3300,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.212409Z
247,248,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 05-22-20+01-00.csv,QC4,3.21,320.8838,347.4110,88.0600,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.215386Z
248,249,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 14-14-02+01-00.csv,QC1,0.43,103.0059,92.3890,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.327439Z
249,250,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 14-14-02+01-00.csv,QC2,0.67,178.8871,276.2620,11.2900,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.331740Z
250,251,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 14-14-02+01-00.csv,QC3,1.11,138.6239,166.1820,24.3200,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.334327Z
251,252,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-13 14-14-02+01-00.csv,QC4,3.20,321.2894,353.3070,92.9600,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.337538Z
252,253,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-14 09-36-08+01-00.csv,QC1,0.43,105.4467,94.0660,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.455774Z
253,254,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-14 09-36-08+01-00.csv,QC2,0.68,172.8547,279.6990,11.2500,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.460384Z
254,255,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-14 09-36-08+01-00.csv,QC3,1.17,139.8867,166.3690,27.4900,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.463512Z
255,256,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-14 09-36-08+01-00.csv,QC4,3.20,326.9610,357.9590,89.3400,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.466881Z
256,257,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-15 05-22-14+01-00.csv,QC1,0.44,104.7134,90.6890,,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:26.588805Z
257,258,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-15 05-22-14+01-00.csv,QC2,0.68,172.7635,278.5890,10.7700,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:26.593112Z
258,259,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-15 05-22-14+01-00.csv,QC4,3.21,331.6409,351.9260,85.8600,1.10,PASS,3.00,['All peaks not found'],2023-10-18T08:14:26.596245Z
259,260,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-18 05-22-41+01-00.csv,QC1,0.44,107.5934,90.4700,,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:26.725058Z
260,261,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-18 05-22-41+01-00.csv,QC2,0.69,180.3493,285.6390,10.6800,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:26.729337Z
261,262,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-18 05-22-41+01-00.csv,QC4,3.21,344.4758,357.2390,84.4600,1.00,PASS,3.00,['All peaks not found'],2023-10-18T08:14:26.738332Z
262,263,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-19 05-22-28+01-00.csv,QC1,0.44,110.9952,92.7340,,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.890921Z
263,264,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-19 05-22-28+01-00.csv,QC2,0.68,188.8672,284.2900,10.4100,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.895175Z
264,265,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-19 05-22-28+01-00.csv,QC3,1.18,149.6161,166.2120,25.5400,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.898060Z
265,266,2023-10-18,08:14:26,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-19 05-22-28+01-00.csv,QC4,3.21,348.7461,361.0410,84.2600,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:26.901009Z
266,267,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-20 05-22-16+01-00.csv,QC1,0.44,109.2341,86.1910,,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.026511Z
267,268,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-20 05-22-16+01-00.csv,QC2,0.68,181.0326,254.9790,9.7200,1.10,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.031591Z
268,269,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-20 05-22-16+01-00.csv,QC4,3.21,345.0284,308.3920,73.4700,1.00,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.035060Z
269,270,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-21 05-22-57+01-00.csv,QC1,0.45,115.0522,94.1140,,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.153372Z
270,271,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-21 05-22-57+01-00.csv,QC2,0.69,189.7813,295.6360,10.3800,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.157828Z
271,272,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-21 05-22-57+01-00.csv,QC4,3.21,364.0201,366.1680,80.9900,1.10,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.161194Z
272,273,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-21 08-10-36+01-00.csv,QC1,0.44,113.1616,93.8710,,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.281990Z
273,274,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-21 08-10-36+01-00.csv,QC2,0.69,190.7716,289.9390,10.6200,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.286165Z
274,275,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-21 08-10-36+01-00.csv,QC4,3.20,358.2499,364.1410,82.6100,1.10,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.288836Z
275,276,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-22 05-22-55+01-00.csv,QC1,0.44,115.3750,93.2900,,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.402551Z
276,277,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-22 05-22-55+01-00.csv,QC2,0.69,192.2179,288.2990,10.3300,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.407045Z
277,278,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-22 05-22-55+01-00.csv,QC4,3.21,364.6434,356.3480,79.2500,1.10,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.409952Z
278,279,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-25 09-18-36+01-00.csv,QC1,0.44,121.8494,98.6750,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.529465Z
279,280,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-25 09-18-36+01-00.csv,QC2,0.69,213.0227,295.9150,10.1600,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.533585Z
280,281,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-25 09-18-36+01-00.csv,QC3,1.04,164.6842,182.9210,17.7200,1.00,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.536130Z
281,282,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-25 09-18-36+01-00.csv,QC4,3.21,375.1160,370.5570,87.8200,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.538619Z
282,283,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-26 05-22-36+01-00.csv,QC1,0.44,122.9090,98.7670,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.663492Z
283,284,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-26 05-22-36+01-00.csv,QC2,0.69,205.2823,292.6010,10.1400,1.40,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.688571Z
284,285,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-26 05-22-36+01-00.csv,QC3,1.16,166.3789,171.7620,22.6000,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.692779Z
285,286,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-26 05-22-36+01-00.csv,QC4,3.21,381.9744,372.7780,80.2100,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:27.696422Z
286,287,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-27 05-22-58+01-00.csv,QC1,0.45,125.1891,99.7560,,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.811965Z
287,288,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-27 05-22-58+01-00.csv,QC2,0.69,206.1103,298.8810,10.1800,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.816153Z
288,289,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-27 05-22-58+01-00.csv,QC4,3.21,390.7679,368.7780,76.6100,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.819146Z
289,290,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-28 05-22-56+01-00.csv,QC1,0.45,126.2936,100.9730,,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.931239Z
290,291,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-28 05-22-56+01-00.csv,QC2,0.69,207.8760,298.4990,10.1100,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.935751Z
291,292,2023-10-18,08:14:27,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-28 05-22-56+01-00.csv,QC4,3.21,391.6315,376.6330,77.8200,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:27.939312Z
292,293,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 05-22-48+01-00.csv,QC1,0.45,130.3388,103.5250,,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.069775Z
293,294,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 05-22-48+01-00.csv,QC2,0.69,213.3428,304.4220,9.9900,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.076558Z
294,295,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 05-22-48+01-00.csv,QC4,3.21,401.8778,372.8730,76.1800,1.30,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.079835Z
295,296,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 12-40-44+01-00.csv,QC1,0.43,133.7851,109.3620,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.193807Z
296,297,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 12-40-44+01-00.csv,QC2,0.68,229.1677,314.3110,10.4100,1.40,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.198631Z
297,298,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 12-40-44+01-00.csv,QC3,0.98,180.9396,200.3430,14.9400,1.00,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.201673Z
298,299,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-09-29 12-40-44+01-00.csv,QC4,3.20,412.2823,396.1260,88.6200,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.214769Z
299,300,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-02 05-23-01+01-00.csv,QC1,0.44,136.7161,109.4370,,1.40,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.334076Z
300,301,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-02 05-23-01+01-00.csv,QC2,0.69,240.2639,318.9530,10.3100,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.338294Z
301,302,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-02 05-23-01+01-00.csv,QC3,1.08,185.3911,195.4610,18.8900,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.341086Z
302,303,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-02 05-23-01+01-00.csv,QC4,3.21,423.6241,393.8470,82.1700,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.343659Z
303,304,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-03 05-22-29+01-00.csv,QC1,0.44,139.2215,113.1410,,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.459636Z
304,305,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-03 05-22-29+01-00.csv,QC2,0.69,227.5012,335.0510,10.5500,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.463913Z
305,306,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-03 05-22-29+01-00.csv,QC3,1.17,187.7172,191.0250,22.9900,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.467068Z
306,307,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-03 05-22-29+01-00.csv,QC4,3.21,434.6990,412.1160,77.9000,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.470335Z
307,308,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-04 05-22-27+01-00.csv,QC1,0.44,145.5858,117.8410,,1.40,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.580089Z
308,309,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-04 05-22-27+01-00.csv,QC2,0.69,239.4755,345.1110,10.4400,1.40,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.584041Z
309,310,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-04 05-22-27+01-00.csv,QC3,1.17,199.9133,202.1760,23.0800,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.587445Z
310,311,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-04 05-22-27+01-00.csv,QC4,3.21,453.8427,430.3040,78.2500,1.30,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.590988Z
311,312,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-05 05-22-22+01-00.csv,QC1,0.44,148.5716,105.8890,,1.20,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.707987Z
312,313,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-05 05-22-22+01-00.csv,QC2,0.69,240.6694,323.9760,9.1900,1.10,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.712880Z
313,314,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-05 05-22-22+01-00.csv,QC3,1.18,198.9268,177.2370,20.4300,1.00,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.716207Z
314,315,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-05 05-22-22+01-00.csv,QC4,3.21,463.7673,347.7230,62.9900,1.00,PASS,4.00,['All peaks found'],2023-10-18T08:14:28.718928Z
315,316,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-06 05-22-31+01-00.csv,QC1,0.44,165.3877,119.3450,,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.834552Z
316,317,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-06 05-22-31+01-00.csv,QC2,0.69,233.8631,345.1860,10.0600,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.838534Z
317,318,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-06 05-22-31+01-00.csv,QC4,3.21,471.7335,424.1390,74.7600,1.20,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.841639Z
318,319,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-09 05-22-47+01-00.csv,QC1,0.44,165.6702,129.0190,,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.957530Z
319,320,2023-10-18,08:14:28,DESKTOP-QFL5IDO,10.0.4.15,Plat 1A S2-EVENT,Plat1A_PoroC18_50mm_S2_QC.amx,Plat 1A S2-EVENT_2023-10-09 05-22-47+01-00.csv,QC2,0.69,267.9441,370.2530,9.9800,1.40,PASS,3.00,['All peaks not found'],2023-10-18T08:14:28.962346Z
